<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d2b269574476263476913283168e483fec8287572bafc3633a3722280b1d0d13
size 2120580
=======
	chr	start	stop	arm_location
RP11-188P20.3	chr3	43346923	43347643	p
TBC1D5	chr3	17157162	18444817	p
RP11-71E19.2	chr3	126288867	126294024	q
SNORD19B	chr3	52690744	52690827	p
RP11-778D9.13	chr3	184132942	184133561	q
RP11-418B12.1	chr3	163475067	163479365	q
ZDHHC3	chr3	44915257	44976185	p
TMEM212	chr3	171843349	171938715	q
RP11-225N10.1	chr3	182783236	182793394	q
C3orf30	chr3	119146150	119160042	q
RP11-71E19.1	chr3	126266796	126291279	q
B3GALNT1	chr3	161083883	161105384	q
MIR885	chr3	10394481	10394540	p
RP11-145M9.4	chr3	179396089	179398177	q
RP11-457K10.1	chr3	109648107	109810861	q
RP11-158G18.1	chr3	18408680	18409635	p
RP11-68L1.2	chr3	140449435	140460351	q
NBEAL2	chr3	46979683	47009703	p
ASS1P7	chr3	177297161	177298386	q
AC018832.1	chr3	8079322	8112924	p
RP11-114I8.4	chr3	100361187	100361637	q
MANF	chr3	51385047	51389397	p
OSBPL10-AS1	chr3	31704058	31721652	p
PDZRN3	chr3	73382433	73624940	p
RP11-655G22.1	chr3	192029880	192036557	q
TKT	chr3	53224707	53256052	p
AC099668.5	chr3	49684480	49684983	p
OR7E122P	chr3	8688143	8689159	p
MIR548I1	chr3	125790404	125790552	q
RP11-231I13.2	chr3	70196894	70312726	p
ATP13A4-AS1	chr3	193553213	193555088	q
CCDC66	chr3	56557161	56621818	p
AC034198.7	chr3	12850659	12850860	p
RP11-144C15.1	chr3	101414228	101414633	q
RP11-42D20.1	chr3	186922286	186922753	q
LSMEM2	chr3	50279027	50288114	p
RP11-245J9.6	chr3	64019508	64019925	p
CPN2	chr3	194339765	194351328	q
CYCSP12	chr3	11878830	11879129	p
MTAPP1	chr3	158609610	158610857	q
RN7SL767P	chr3	113632704	113632998	q
BAP1	chr3	52401013	52410350	p
RP11-102M11.2	chr3	136752630	136755780	q
CTD-2006M22.2	chr3	73624410	73627626	p
SLC35G2	chr3	136818647	136855892	q
AC023798.1	chr3	21829738	21829837	p
DAZL	chr3	16586792	16670306	p
LRRC15	chr3	194355247	194369743	q
RP11-174O3.3	chr3	120349510	120367998	q
RP11-70C1.3	chr3	42805204	42852428	p
ARF4	chr3	57571363	57598220	p
CHRD	chr3	184380073	184390736	q
AC093611.1	chr3	13738060	13738131	p
AC096921.2	chr3	30626423	30626797	p
HNRNPA1P24	chr3	149999645	150000690	q
CLDN16	chr3	190322541	190412143	q
RP4-555D20.1	chr3	44115818	44117487	p
RP11-3B7.1	chr3	49260085	49261316	p
ST3GAL6	chr3	98732236	98821201	q
AC128709.3	chr3	197445061	197458323	q
LZTFL1	chr3	45823316	45916042	p
GEMIN2P2	chr3	41977008	41978034	p
AC107622.1	chr3	20342468	20350928	p
AC069277.2	chr3	6490479	6736129	p
FECHP1	chr3	34872641	34873854	p
AC136289.1	chr3	63742293	63827445	p
SEMA3B	chr3	50267558	50277546	p
AC112504.1	chr3	141787911	141788009	q
NDUFB5	chr3	179604690	179627647	q
RP11-651P23.5	chr3	149976755	149979355	q
RNA5SP168	chr4	150970671	150970782	q
DDX60L	chr4	168356735	168537786	q
PRSS12	chr4	118280038	118353003	q
RP11-810D13.1	chr4	98409290	98409763	q
USP17L29	chr4	9353638	9355230	p
RP11-103J17.1	chr4	37078577	37125424	p
CCSER1	chr4	90127535	91601913	q
SLC34A2	chr4	25655301	25678748	p
RNA5SP158	chr4	38758791	38758892	p
RNU6-119P	chr4	116839279	116839385	q
ARHGAP10	chr4	147732063	148072780	q
RP11-115D19.3	chr4	89743792	89744305	q
SMAD1-AS2	chr4	145497073	145502971	q
RP11-97F8.1	chr4	116858093	116858973	q
RP11-597D13.1	chr4	158109500	158110153	q
RP11-622A1.1	chr4	73543822	73544013	q
RNU6-335P	chr4	183675603	183675715	q
AC007106.1	chr4	27967723	27985063	p
FAM47E	chr4	76214040	76283780	q
RP11-281P23.2	chr4	11625714	11813958	p
RP11-301L8.2	chr4	185587909	185594003	q
RNU6-224P	chr4	131273242	131273348	q
SCARNA22	chr4	1974636	1974760	p
TBCK	chr4	106041599	106321495	q
AC097382.5	chr4	6995341	6998958	p
RP11-5K16.3	chr4	140600401	140600575	q
MSMO1	chr4	165327623	165343160	q
KRT19P3	chr4	109879070	109879897	q
SRP72	chr4	56466915	56503680	q
LINC00575	chr4	82613113	82621437	q
RP11-302F12.7	chr4	25719755	25720030	p
FAM184B	chr4	17629306	17781512	p
RP11-555K12.1	chr4	152551277	152552364	q
RP11-208N20.1	chr4	141569931	141576077	q
AC098869.1	chr4	40463711	40463803	p
PAICS	chr4	56435741	56461368	q
RP11-478C6.1	chr4	336258	336786	p
RN7SKP96	chr4	86336318	86336614	q
AC004054.1	chr4	91108023	91112790	q
RP11-386B13.3	chr4	185051896	185107248	q
RP11-542G1.3	chr4	75354076	75362566	q
LINC00498	chr4	138298856	138312658	q
MGST2	chr4	139665768	139740745	q
LINC01396	chr4	4844437	4850827	p
RNU7-126P	chr4	25598564	25598625	p
RP11-562F9.1	chr4	92182477	92184052	q
EXOC5P1	chr4	62816826	62818794	q
JAKMIP1	chr4	6026199	6200591	p
ELL2P2	chr4	132367786	132368479	q
RNU6-569P	chr4	135315418	135315522	q
RP11-501E14.1	chr4	120639090	120650796	q
RP11-700N1.1	chr4	119939540	119964293	q
AC093602.1	chr4	139017493	139017579	q
TBC1D9	chr4	140620765	140756120	q
LTV1P1	chr4	120091046	120092282	q
RP11-1365D11.1	chr4	201409	205009	p
SNCA	chr4	89724099	89838315	q
BBS7	chr4	121824440	121870497	q
RP11-802H3.1	chr4	33400538	33400679	p
RP11-767N15.1	chr4	83668510	83731755	q
RP11-317G22.2	chr4	48936582	48936880	NA
FABP2	chr4	119317250	119322390	q
RNU6-652P	chr4	55885595	55885701	q
ACSL1	chr4	184755595	184826818	q
GAPDHP60	chr4	87207092	87208086	q
RP11-629B11.5	chr4	74156511	74158373	q
RP11-608B3.1	chr4	18488062	18489508	p
RP11-357G3.2	chr4	3312512	3313058	p
UGT2A1	chr4	69589194	69653249	q
RP11-791G16.5	chr4	82571137	82571814	q
RP11-769N22.2	chr4	29010619	29011021	p
RP11-335L23.2	chr4	183028601	183029720	q
RP11-16N2.1	chr4	61143656	61153962	q
RP11-390C19.1	chr4	29907659	29907791	p
RP11-618I10.1	chr4	69242628	69250815	q
RP11-241F15.5	chr4	49523648	49523857	NA
AC092670.1	chr4	118459923	118460328	q
MIR302A	chr4	112648183	112648251	q
CHCHD2P7	chr4	87785920	87786371	q
RP11-188P17.2	chr4	182881777	182882203	q
RPL21P44	chr4	53986587	53987058	q
RNU6-276P	chr4	55798636	55798731	q
LNX1	chr4	53459301	53701405	q
RNU6-733P	chr4	107867807	107867910	q
NMNAT1P4	chr4	145456005	145456844	q
RP11-22A3.2	chr4	12859101	12864961	p
MAML3	chr4	139716753	140154184	q
AC007126.1	chr4	13777377	13782157	p
GRIA2	chr4	157204182	157366075	q
RP11-663P9.2	chr4	43898962	43899351	p
RP11-756P10.6	chr4	188740507	188741281	q
FAM13A-AS1_2	chr4	88723209	88723316	q
PHOX2B	chr4	41744082	41748970	p
HSP90AB3P	chr4	87891843	87894015	q
RP11-436A7.1	chr4	167306910	167308789	q
RP11-63H19.2	chr4	64607703	64608831	q
RP11-598G2.1	chr4	75194867	75195079	q
MARCH1	chr4	163524298	164384050	q
MTND4P9	chr4	25718082	25719745	p
NDUFS5P5	chr4	118400514	118400834	q
PPA2	chr4	105369077	105474081	q
SPCS3	chr4	176319964	176332245	q
MTATP6P9	chr4	155457961	155458640	q
DCTD	chr4	182890060	182917936	q
AC126281.7	chr4	190085779	190085862	q
MIR571	chr4	350157	350252	p
FAM175A	chr4	83459517	83523348	q
RP11-55L3.1	chr4	116489364	116515146	q
RP11-112L18.1	chr4	81733385	81734207	q
APELA	chr4	164877004	164898965	q
UNC5C	chr4	95162504	95549206	q
CXXC4	chr4	104468312	104494901	q
RN7SKP253	chr4	139794125	139794433	q
RP11-317B7.2	chr4	2088718	2090617	p
RP11-562F9.2	chr4	92268767	92277075	q
MTTP	chr4	99563761	99623999	q
BTF3L4P4	chr4	168598240	168598757	q
RP11-93I21.3	chr4	124499942	124558434	q
RP11-12K22.1	chr4	63468701	63494278	q
RP11-366M4.12	chr4	164987265	164987787	q
KLB	chr4	39406853	39451536	p
RP11-472K22.1	chr4	29118308	29202770	p
CXCL11	chr4	76033682	76041415	q
RP11-286E11.1	chr4	107863479	107978799	q
RPL9	chr4	39454124	39458948	p
SLC10A6	chr4	86823468	86849263	q
MIR6082	chr4	171186184	171186292	q
RP11-177J6.1	chr4	55387949	55388271	q
RN7SL589P	chr4	2316197	2316506	p
RP11-775H9.1	chr4	136125909	136138874	q
RP11-68D16.2	chr4	29465701	29467850	p
AC092574.1	chr4	409809	409915	p
RP11-127B20.2	chr4	82344876	82345540	q
CDS1	chr4	84582979	84651338	q
RP11-503N18.5	chr4	2505081	2506279	p
LINC01256	chr4	132591089	132678503	q
HGFAC	chr4	3441887	3449495	p
SNCA-AS1	chr4	89836408	89841978	q
LRIT3	chr4	109848202	109872315	q
RP11-610P16.1	chr4	151407551	151408835	q
RP11-395I6.3	chr4	40166675	40167831	p
RP11-722M1.1	chr4	36496537	36641900	p
RP11-308D13.3	chr4	139618136	139623232	q
RNA5SP173	chr4	178406695	178406830	q
SPON2	chr4	1166932	1208962	p
TAPT1-AS1	chr4	16226685	16320140	p
RP11-18H21.3	chr4	152207421	152225870	q
RP11-366M4.13	chr4	165007086	165007959	q
RNU6-774P	chr4	84233657	84233763	q
CXCL6	chr4	73836497	73849064	q
RP11-33B1.4	chr4	119409333	119410233	q
TET2-AS1	chr4	105171354	105178063	q
RP11-642E20.2	chr4	68293127	68294364	q
RP11-796L2.1	chr4	170481695	170482195	q
AC006445.6	chr4	13647697	13648400	p
RP11-109E24.1	chr4	42706107	42707335	p
STX18-AS1	chr4	4542131	4710938	p
POLR2B	chr4	56977722	57031168	q
YWHAEP4	chr4	155381042	155381239	q
FBXL5	chr4	15604539	15681679	p
AC021205.1	chr4	122827014	122827090	q
RP11-790I12.2	chr4	69408836	69423164	q
NFXL1	chr4	47847233	47914667	p
AC097382.1	chr4	6997526	6997626	p
ANTXR2	chr4	79901149	80125454	q
COQ2	chr4	83261536	83284914	q
RP11-274J2.1	chr4	84244003	84245488	q
RP11-27G13.5	chr4	155385352	155385492	q
REST	chr4	56907876	56935844	q
RP11-650J17.2	chr4	113031287	113034551	q
SETP20	chr4	109553243	109554094	q
PDLIM5	chr4	94451857	94668227	q
RPL34	chr4	108620566	108630412	q
RP11-94H6.1	chr4	19747179	19754591	p
RP11-173M11.2	chr4	186157896	186158843	q
FAM177A1P1	chr4	98955982	98956767	q
RP11-50D9.3	chr4	127840198	127844040	q
BMP3	chr4	81030965	81057531	q
CIR1P2	chr4	114713579	114714920	q
HSPD1P5	chr4	144845625	144847344	q
RP11-747H12.4	chr4	8990455	8990806	p
RP11-468N14.12	chr4	68985009	68988533	q
MTND3P5	chr4	25720099	25720431	p
AC004051.2	chr4	109303035	109316135	q
RNA5SP156	chr4	11414051	11414160	p
FGB	chr4	154562956	154571086	q
AC215524.1	chr4	190175141	190175224	q
OR7E86P	chr4	9459255	9460244	p
DUX4L2	chr4	190091005	190092564	q
AC006445.7	chr4	13631820	13632599	p
MIR367	chr4	112647874	112647941	q
RP11-177B4.2	chr4	52680609	52692649	q
GYPE	chr4	143870867	143905563	q
USP38	chr4	143184917	143223830	q
RP11-529E10.6	chr4	3503597	3504457	p
RP11-302F12.5	chr4	25720516	25721056	p
TERF1P3	chr4	136355110	136356336	q
MIR297	chr4	110860582	110860647	q
SNORD79	chr4	184431966	184432049	q
AC138782.1	chr4	109437642	109437742	q
OSTCP4	chr4	112685055	112685503	q
COX7B2	chr4	46734827	46909235	p
RP11-317M11.1	chr4	53659208	53737156	q
MYOZ2	chr4	119135784	119187789	q
RP11-241F15.7	chr4	49550032	49557400	NA
FGFR3	chr4	1793307	1808872	p
RP11-395M19.1	chr4	104886118	104886955	q
ALG1L3P	chr4	9703754	9710812	p
RP11-660M5.1	chr4	25220403	25220913	p
GUCY1B3	chr4	155758992	155807591	q
RASGEF1B	chr4	81426393	82044244	q
PPBPP1	chr4	73847866	73848829	q
AC108519.1	chr4	9168229	9168294	p
CCKAR	chr4	26481400	26490462	p
RP11-533F5.2	chr4	56760919	56761485	q
RN7SL127P	chr4	78898855	78899154	q
RNU6-1187P	chr4	77150328	77150437	q
RP11-22A3.1	chr4	12947574	12948670	p
RP11-96A1.5	chr4	120035033	120040615	q
PDE6B	chr4	625584	670782	p
AC107399.1	chr4	117249924	117250188	q
MRPS18C	chr4	83455932	83469735	q
TMEM144	chr4	158201604	158255411	q
RPS23P2	chr4	137448087	137448501	q
RP11-710C12.1	chr4	95549129	95552457	q
CENPC	chr4	67471803	67545606	q
RP11-84C13.1	chr4	89111500	89112368	q
BBS12	chr4	122732702	122744943	q
AC110794.1	chr4	176038083	176038188	q
RNU6-459P	chr4	70848136	70848218	q
DCK	chr4	70992538	71030914	q
RP11-747H12.1	chr4	8949630	8950559	p
RP11-63A11.1	chr4	42281830	42391268	p
RP11-774G5.1	chr4	179856853	179857581	q
RP11-397E7.4	chr4	86913266	86914817	q
UTP3	chr4	70688479	70690551	q
RP11-428L21.1	chr4	92833685	92838842	q
RP11-338K13.1	chr4	8022665	8023126	p
RP11-362J17.1	chr4	20766808	20767372	p
RP11-621K7.1	chr4	61775449	61775850	q
RP11-404I7.1	chr4	132985510	132988677	q
FSTL5	chr4	161383897	162164035	q
RP11-463H12.2	chr4	54943630	54956818	q
RP11-395I6.2	chr4	40265472	40266457	p
RP11-477G18.2	chr4	112171215	112171527	q
RPL35AP12	chr4	163382179	163382516	q
UNC93B8	chr4	8959628	8963981	p
EEF1A1P9	chr4	105484698	105486080	q
LINC01095	chr4	146109455	146121913	q
AC111194.1	chr4	55010833	55010932	q
RNU4-87P	chr4	165252580	165252661	q
FAM47E-STBD1	chr4	76251721	76311129	q
RP11-814H16.2	chr4	41988741	41989237	p
USP17L22	chr4	9267619	9269570	p
DUX4L3	chr4	190087705	190089215	q
RP11-297P16.3	chr4	103548745	103624534	q
RNU6-838P	chr4	48106081	48106188	p
RN7SL275P	chr4	110117736	110118070	q
PLK4	chr4	127880861	127899195	q
CCNL2P1	chr4	42561457	42562425	p
RP11-728C8.1	chr4	124062462	124062990	q
AGPAT9	chr4	83535914	83605875	q
RP11-241F15.10	chr4	49579833	49580189	NA
TKTL2	chr4	163471093	163473746	q
RNU2-16P	chr4	75829454	75829589	q
PI4K2B	chr4	25160641	25279092	p
DCAF16	chr4	17800655	17810758	p
GRPEL1	chr4	7058906	7068197	p
DGKQ	chr4	958885	986895	p
RN7SKP235	chr4	145035132	145035436	q
ATP5LP4	chr4	148703526	148703832	q
KRT18P54	chr4	135371177	135371924	q
PRKRIRP9	chr4	45323253	45326028	p
BDH2	chr4	103079435	103099883	q
USP17L10	chr4	9210657	9212608	p
RNA5SP164	chr4	93820171	93820280	q
RP11-665C14.2	chr4	181261161	181265029	q
RP11-571I18.2	chr4	54076625	54076848	q
RP11-503N18.4	chr4	2463797	2464124	p
RPS23P4	chr4	145269810	145270558	q
TMED11P	chr4	1115197	1153726	p
DCHS2	chr4	154232037	154491716	q
PIGY	chr4	88521573	88521789	q
LRBA	chr4	150264531	151015727	q
RP11-542G1.1	chr4	75269068	75361182	q
AF224669.3	chr4	102662611	102663073	q
RP11-342I1.2	chr4	139556799	139557643	q
RP11-213G21.2	chr4	38564003	38570671	p
RNU6-479P	chr4	183653572	183653676	q
RNU6-1298P	chr4	88226729	88226829	q
RP11-378N18.1	chr4	129177386	129179094	q
RP11-710E1.2	chr4	87460807	87462280	q
RP11-158C21.2	chr4	154523487	154524807	q
RP11-638O6.1	chr4	33238239	33238670	p
UGT2B29P	chr4	68509441	68517647	q
RP11-468N14.6	chr4	68883885	68884440	q
RP11-626E13.1	chr4	185665885	185675417	q
RP11-97E7.1	chr4	171553000	171564267	q
TRMT112P1	chr4	116378919	116379269	q
GPR78	chr4	8558725	8619761	p
SULT1D1P	chr4	69791872	69813888	q
RNU6-1214P	chr4	139318378	139318486	q
CCNA2	chr4	121816444	121823933	q
TMPRSS11A	chr4	67909385	67964140	q
RP11-447E20.1	chr4	73777636	73778060	q
RNA5SP174	chr4	190015138	190015255	q
RP11-781M16.1	chr4	158469586	158470702	q
HIGD1AP13	chr4	78648954	78649242	q
RP11-799M12.2	chr4	15563698	15564253	p
FGFBP1	chr4	15935569	15938740	p
MRPS33P3	chr4	115142982	115143303	q
EPGN	chr4	74308473	74315307	q
AC006160.5	chr4	17587467	17614571	p
AC006840.1	chr4	19098199	19098740	p
RP13-612N21.1	chr4	106433624	106453448	q
RP11-46J23.1	chr4	70703747	70704491	q
RP11-777B9.1	chr4	77958000	77958780	q
TSEN2P1	chr4	175494614	175496000	q
INTU	chr4	127623271	127726737	q
CXCL1P	chr4	73944011	73944324	q
RP11-739P1.2	chr4	183987678	183988750	q
METAP1	chr4	98995620	99062813	q
RP11-58H15.1	chr4	143424753	143426013	q
SLC25A4	chr4	185143241	185150382	q
CLRN2	chr4	17515165	17527104	p
USO1	chr4	75724593	75814286	q
SPATA18	chr4	52051331	52097292	q
AC096750.1	chr4	12797074	12797172	p
RP11-602N24.3	chr4	109815047	109815410	q
RNU6-33P	chr4	88684848	88684954	q
AC097466.1	chr4	159722801	159722885	q
RP11-25H12.1	chr4	65998846	66150012	q
RNA5SP157	chr4	19181814	19181856	p
ZCCHC4	chr4	25312785	25370383	p
RP11-123O22.1	chr4	28435449	28600275	p
WI2-89927D4.1	chr4	2607870	2608146	p
RP11-698E18.1	chr4	36506043	36508869	p
GNRHR	chr4	67739328	67754360	q
RP11-440I14.3	chr4	174536640	174540784	q
PLA2G12A	chr4	109709989	109730077	q
AC226119.5	chr4	3915183	3955419	p
AC114798.1	chr4	182826228	182826365	q
RP11-807H7.2	chr4	65702202	65705553	q
TRIM60P14	chr4	164915565	164916983	q
TMEM128	chr4	4235542	4248212	p
RP11-340A13.1	chr4	58987182	58988160	q
KCNIP4	chr4	20728616	21948799	p
AC141928.1	chr4	3758748	3763390	p
RP11-669M16.2	chr4	14134936	14143592	p
RP11-354O24.1	chr4	91887886	91904335	q
SLC30A9	chr4	41990472	42090457	p
FGFRL1	chr4	1009936	1026897	p
RP11-419L4.1	chr4	129299175	129305022	q
ARHGEF38-IT1	chr4	105561591	105570238	q
AC093628.1	chr4	104490876	104490954	q
SPATA5	chr4	122923074	123319450	q
RP11-76G10.1	chr4	148146471	148208880	q
RP11-555K12.2	chr4	152613875	152614333	q
RASSF6	chr4	73571550	73620631	q
RP11-539L10.2	chr4	6687448	6690519	p
MRPL1	chr4	77862520	77952790	q
RP11-1396O13.13	chr4	9384017	9388983	p
RP11-425I13.2	chr4	140314163	140314550	q
YTHDC1	chr4	68310387	68350089	q
RP11-311D14.1	chr4	105679050	105680094	q
FAM160A1	chr4	151409216	151663632	q
RNU1-45P	chr4	178116721	178116861	q
RP11-758B24.1	chr4	131540281	131540489	q
RP11-503L23.1	chr4	151887543	151891263	q
RPS3A	chr4	151099573	151104652	q
C4orf27	chr4	169729465	169757953	q
RP11-241F15.6	chr4	49548918	49549435	NA
PROL1	chr4	70397882	70410194	q
CD38	chr4	15778275	15853230	p
RNU4-64P	chr4	186026456	186026586	q
MIR378D1	chr4	5923275	5923328	p
DCAF4L1	chr4	41981696	41986467	p
CCDC149	chr4	24806117	24980204	p
PDCL2	chr4	55556525	55592212	q
RP11-517M22.1	chr4	184984277	184988127	q
RP11-6L6.7	chr4	146241806	146243669	q
WDR1	chr4	10074339	10116949	p
C4orf3	chr4	119298779	119300535	q
ADH1A	chr4	99276367	99291028	q
RNU6-1053P	chr4	183705931	183706031	q
RP11-10L12.2	chr4	102751401	102752641	q
ADH1B	chr4	99304964	99321442	q
R3HDM2P1	chr4	133124104	133126063	q
RNU6-553P	chr4	105406997	105407092	q
RP11-63H19.5	chr4	64610616	64610909	q
FLJ36777	chr4	7094571	7103385	p
AC119751.5	chr4	49583025	49583099	NA
RP11-18D7.2	chr4	182772565	182773931	q
FAM218A	chr4	164956948	164959122	q
RN7SL728P	chr4	102348392	102348691	q
KRT18P51	chr4	144572238	144572983	q
PPID	chr4	158709134	158723396	q
RP11-141E13.1	chr4	16973275	17073903	p
RP11-1267H10.3	chr4	68626847	68628899	q
SLC26A1	chr4	979073	993440	p
MTHFD2P4	chr4	162322188	162323907	q
HTT-AS1_1	chr4	3063472	3063701	p
QDPR	chr4	17460261	17512234	p
TRPC3	chr4	121879027	121951754	q
TMEM33	chr4	41935120	41960572	p
RP11-798M19.6	chr4	173363780	173370446	q
RP11-556G22.3	chr4	21582096	21613728	p
RP11-506N2.1	chr4	58780626	58984152	q
LNX1-AS1	chr4	53496400	53549578	q
AC006499.1	chr4	10294463	10295579	p
UGT2B7	chr4	69051363	69112987	q
APOBEC3AP1	chr4	170099818	170100104	q
RPS14P7	chr4	160818422	160818869	q
CISD2	chr4	102868978	102889242	q
RP11-91J3.1	chr4	187441677	187444298	q
PROM1	chr4	15963076	16084378	p
RP11-576N17.3	chr4	83247179	83248206	q
RP11-223C24.1	chr4	142566019	142660950	q
UGDH	chr4	39498755	39528311	p
AC226119.4	chr4	3915187	3924274	p
MND1	chr4	153344649	153415118	q
SH3BP2	chr4	2793023	2841098	p
RP11-214O14.1	chr4	128069014	128069612	q
ORAOV1P1	chr4	186170863	186171257	q
AC005150.1	chr4	162740668	162742048	q
RP11-679C8.2	chr4	120066958	120416766	q
HMGA1P2	chr4	73098822	73099145	q
AC006499.3	chr4	10284961	10285708	p
DMP1	chr4	87650307	87664361	q
RP11-395I6.1	chr4	40142198	40142365	p
RP11-115D19.1	chr4	89551356	89726752	q
RAB28	chr4	13361354	13484365	p
RP11-598D14.1	chr4	175458289	175466697	q
RP11-440I14.4	chr4	174539189	174540255	q
RP11-153M7.1	chr4	153658572	153659653	q
RP11-115D19.4	chr4	89747802	89755853	q
RP11-395C17.1	chr4	80386178	80388716	q
RP11-466G12.2	chr4	88527160	88528170	q
RP11-706F1.2	chr4	189288677	189291336	q
RP11-75A5.1	chr4	164597719	164597976	q
RN7SKP244	chr4	88583666	88583972	q
CFAP97	chr4	185159665	185209504	q
AC142293.3	chr4	74552584	74589481	q
HTT-AS	chr4	3063471	3074514	p
BOD1L1	chr4	13568738	13627723	p
RP11-141P6.1	chr4	33010948	33011746	p
HAND2	chr4	173524969	173530229	q
CCNHP1	chr4	181905790	181906467	q
TXK	chr4	48066393	48134256	p
RP11-556I14.3	chr4	104996900	104997052	q
RBM48P1	chr4	126563509	126564776	q
MIR302B	chr4	112648485	112648557	q
RP11-15B17.2	chr4	99990737	99991477	q
RP11-171N4.3	chr4	156642580	156643569	q
AC093680.1	chr4	106415706	106415785	q
RP11-663P9.1	chr4	43980006	43981620	p
RP11-248N22.1	chr4	174135055	174154637	q
AKIRIN2P1	chr4	149789952	149790303	q
ANXA10	chr4	168092515	168187690	q
GAB1	chr4	143336762	143474568	q
CHRNA9	chr4	40335329	40355217	p
NFKB1	chr4	102501329	102617302	q
RP11-752D24.3	chr4	52789994	52815464	q
GABRA4	chr4	46918900	46994407	p
RPL7P17	chr4	77082403	77083126	q
HSP90AA4P	chr4	189472965	189475192	q
PGRMC2	chr4	128269237	128288829	q
HNRNPA1P56	chr4	77987860	77988813	q
USP17L21	chr4	9262872	9264823	p
AF213884.3	chr4	102565875	102565967	q
SAP30	chr4	173369969	173377532	q
RP11-790I12.4	chr4	69450014	69451613	q
SMARCAD1	chr4	94207611	94291292	q
RP11-184M15.2	chr4	128582999	128601407	q
USP17L18	chr4	9248630	9250581	p
RP11-468N14.4	chr4	68861332	68861610	q
RP11-665C14.1	chr4	181237358	181237564	q
ZBED1P1	chr4	110291644	110293573	q
AC084752.1	chr4	162979724	162979775	q
AC097381.1	chr4	7939001	7940296	p
RP11-384K6.2	chr4	118632274	118634759	q
RP11-9G1.3	chr4	133075311	133149116	q
RP11-422J15.1	chr4	129771659	129955368	q
PCGF3	chr4	705748	770640	p
GALNTL6	chr4	171812254	173041559	q
RHOH	chr4	40191053	40246967	p
RN7SKP35	chr4	151576766	151576916	q
RP11-381N20.1	chr4	123505279	123527525	q
RP11-747H12.7	chr4	9020857	9021161	p
RP11-302F12.10	chr4	25770266	25773577	p
PRIMPOL	chr4	184649613	184694963	q
RP11-377G16.2	chr4	80183280	80190169	q
RP11-818C3.1	chr4	188990715	189002075	q
SMARCA5-AS1	chr4	143513472	143514635	q
AC006499.2	chr4	10292195	10292708	p
PABPC1P1	chr4	39973444	39974338	p
DUTP8	chr4	98048555	98049043	q
RNU6-1054P	chr4	118606450	118606553	q
RP11-714G18.1	chr4	185370725	185390928	q
LINC00613	chr4	135866983	135913680	q
TBC1D19	chr4	26576437	26755351	p
PRKG2	chr4	81087370	81215117	q
RP11-576N17.5	chr4	83233512	83247213	q
RP11-1281K21.9	chr4	49524030	49524185	NA
PABPC1P7	chr4	102896725	102898237	q
CWH43	chr4	48986247	49062081	p
RP11-448G15.1	chr4	10006482	10009725	p
RPL3P13	chr4	84544304	84544519	q
MIR8082	chr4	113152282	113152362	q
RP11-565A3.2	chr4	187532878	187672641	q
DBET	chr4	190065233	190065914	q
RP11-292D4.3	chr4	147005492	147009145	q
HMGB3P15	chr4	94195940	94196513	q
RP11-362F19.1	chr4	141319450	141332618	q
RP11-774O3.1	chr4	8320279	8323965	p
RP11-6E9.4	chr4	169981747	169993806	q
ADAD1	chr4	122378966	122429802	q
NAF1	chr4	163110073	163166921	q
ERVMER34-1	chr4	52722618	52751640	q
FTH1P24	chr4	139546266	139546727	q
RP11-273B19.2	chr4	54836161	54845402	q
RP11-79E3.2	chr4	33850591	33979936	p
SNX18P23	chr4	49233289	49233965	NA
RN7SL89P	chr4	105293664	105293946	q
C1QTNF7	chr4	15339818	15446166	p
MIR3138	chr4	10078611	10078692	p
RP11-431J17.1	chr4	97120701	97135059	q
RP11-557J10.3	chr4	145624159	145626035	q
RP11-115D19.2	chr4	89748283	89749154	q
UGT2B28	chr4	69280487	69423402	q
H2AFZ	chr4	99948086	99950388	q
PKD2	chr4	88007668	88077777	q
RP11-681L8.1	chr4	97334635	97633823	q
FRYL	chr4	48497361	48780322	p
RP11-704M14.1	chr4	69182100	69216766	q
RP11-315D13.1	chr4	147916529	147917386	q
HMGN1P11	chr4	62510469	62510771	q
RP11-790I12.6	chr4	69406931	69407655	q
OR4D12P	chr4	4126659	4127569	p
AC093786.1	chr4	34386754	34386837	p
AARSP1	chr4	132592084	132592536	q
RP11-55C6.1	chr4	44840380	44841402	p
RP11-572O17.1	chr4	1712821	1713622	p
RP11-161D15.1	chr4	173897252	173929525	q
RP11-397E7.1	chr4	86870191	86871404	q
HSP90AA6P	chr4	170581470	170605450	q
TMEM155	chr4	121758933	121765427	q
RP11-700J17.2	chr4	44704405	44704965	p
RPL7AP30	chr4	112788083	112788878	q
UCHL1	chr4	41256413	41268455	p
HNRNPD	chr4	82352498	82374503	q
TMEM154	chr4	152618632	152680165	q
ZFP42	chr4	187995771	188005050	q
HTT	chr4	3074681	3243959	p
RNU6-410P	chr4	55031965	55032071	q
RP11-292D4.4	chr4	147025914	147030072	q
RP11-240A16.1	chr4	32351038	32353220	p
RP11-601I15.1	chr4	54221126	54221472	q
RP11-751L19.1	chr4	9733370	9742361	p
TNIP2	chr4	2741648	2756376	p
EIF4E	chr4	98871684	98930637	q
IL21	chr4	122612628	122621069	q
